iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,20.191954612731934,-0.9605635885371591,44.331715540627016,621.469035126951,-8.319031240188599,0.5,122.40018132904774,0.05,1.7252743244171143,5.223592519760132,0.023702947,0.051129147,-0.9605635885371591,0.5,40000,2.3327338695526123,1.0001330761122684,0.9516823329908499,-4.425442649927034,0.0
1,17.0251202583313,-3.3535416332052455,9.3559123930811,65.61607404141634,-7.522391622048347,0.0,145.964932535284,0.05,0.1642293930053711,2.8081045150756836,0.025084518,0.033739954,-1.1998613930039679,0.0,40000,5.240042686462402,1.60740362706473,0.8583839399386853,-4.149729967465495,0.0
2,11.89400601387024,-1.9272602188799837,11.3952303099453,84.8166807916251,-8.13899463635065,0.0,147.5603156506149,0.05,0.09647321701049805,2.597728967666626,0.025299726,0.03552322,-1.2726012755915694,0.0,40000,9.290236473083496,0.8584936373021778,0.7607275106631914,-1.9310243145406374,0.0
3,10.799719333648682,4.293970418151143,65.20427198691048,785.0453834838289,-8.26350077269408,1.0,154.26450162670892,0.05,0.13695526123046875,1.996866226196289,0.024835905,0.06887221,-0.7159441062172982,1.0,40000,6.889538049697876,0.9621764805805384,0.7788783313000509,12.098961234537668,4.0
4,10.926614761352539,1.807294580427041,42.59478669925856,478.6597526504057,-8.332027893308288,1.0,143.62361677255623,0.05,0.13320422172546387,2.2119061946868896,0.025173713,0.03887581,-0.4636202375528643,1.0,40000,8.26877737045288,1.0110121156246197,0.9348785917772642,-4.029974977848911,0.0
5,10.133807897567749,-3.4073567400217275,8.393136178946985,71.84489142037314,-7.992278926567729,0.0,133.62528361196593,0.05,0.0874180793762207,2.0977046489715576,0.02521012,0.035515703,-0.7579938877997506,0.0,40000,10.665488481521606,2.316636421682597,0.8515579309499793,-4.004536224353887,0.0
6,10.008225440979004,6.979426735841911,92.08066609716579,1084.0255634560915,-9.60317903723889,1.0,151.4682214044272,0.05,0.09111785888671875,2.150567054748535,0.02504632,0.04457607,0.015748174564415574,1.0,40000,8.757045030593872,0.9622444023294685,0.7954795140855223,-4.007090844055665,0.0
7,10.110398292541504,1.5304258711900243,33.05702087191818,325.14771124398203,-10.726169560299496,0.0,134.1979480360325,0.05,0.08269214630126953,2.085472583770752,0.025066625,0.036442265,0.16721594422697644,0.0,40000,8.442985534667969,1.2163438710976175,0.7740102073426532,-3.0419944406746775,0.0
8,9.906646490097046,-2.356601870373476,12.977645354816746,121.99765197695612,-11.878541888798631,0.0,129.7585966442963,0.05,0.10337448120117188,1.9404711723327637,0.024391392,0.03761495,-0.08516583723306878,0.0,40000,7.752546072006226,1.61391782283787,0.9156205032946635,5.791132839053891,0.0
9,12.638535976409912,-3.1668916389187802,8.00615277351892,66.93868411217969,-13.832210573179196,0.0,134.5193882895187,0.05,0.12475442886352539,2.3312771320343018,0.025777478,0.038028356,-0.39333841740164,0.0,40000,10.242196321487427,1.2319860701373073,0.8459030363818593,8.908053979496266,0.0
